2021-03-04
Országos oltási statisztika:

1007,Budapest,Margitsziget {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2200,Monor, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2209,Péteri, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2211,Vasad, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2212,Csévharaszt, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2213,Monorierdő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2214,Pánd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2215,Káva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2216,Bénye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2217,Gomba, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2220,Vecsés, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2225,Üllő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2230,Gyömrő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2233,Ecser, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2234,Maglód, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2235,Mende, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2241,Sülysáp  ,Tápiósüly {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2242,Sülysáp  ,Tápiósáp {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2243,Kóka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2244,Úri, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2251,Tápiószecső, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2252,Tóalmás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2253,Tápióság, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2254,Szentmártonkáta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2255,Szentlőrinckáta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2300,Ráckeve, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2309,Lórév, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2310,Szigetszentmiklós,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2314,Halásztelek, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2315,Szigethalom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2316,Tököl, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2317,Szigetcsép, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2318,Szigetszentmárton, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2319,Szigetújfalu, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2321,Szigetbecse, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2322,Makád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2330,Dunaharaszti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2335,Taksony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2336,Dunavarsány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2337,Délegyháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2338,Áporka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2339,Majosháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2340,Kiskunlacháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2344,Dömsöd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2345,Apaj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2347,Bugyi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2351,Alsónémedi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2360,Gyál, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2363,Felsőpakony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2364,Ócsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2365,Inárcs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2366,Kakucs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2367,Újhartyán, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2370,Dabas,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2371,Dabas,Sári {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2373,Dabas,Gyón {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2375,Tatárszentgyörgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2376,Hernád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2377,Örkény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2378,Pusztavacs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2381,Táborfalva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2400,Dunaújváros,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2407,Dunaújváros,Pálhalma {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2421,Nagyvenyim, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2422,Mezőfalva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2423,Daruszentmiklós, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2424,Előszállás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2425,Nagykarácsony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2426,Baracs , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2427,Baracs ,Apátszállás {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2428,Kisapostag, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2431,Perkáta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2432,Szabadegyháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2433,Sárosd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2434,Hantos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2435,Nagylók, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2440,Százhalombatta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2451,Ercsi , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2453,Ercsi ,Sinatelep {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2454,Iváncsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2455,Beloiannisz, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2456,Besnyő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2457,Adony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2458,Kulcs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2459,Rácalmás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2461,Tárnok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2462,Martonvásár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2463,Tordas, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2464,Gyúró, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2465,Ráckeresztúr, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2471,Baracska, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2472,Kajászó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2473,Vál, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2475,Kápolnásnyék, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2476,Pázmánd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2477,Vereb, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2481,Velence , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2483,Gárdony , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2484,Gárdony ,Agárd {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2485,Gárdony ,Dinnyés {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2490,Pusztaszabolcs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2500,Esztergom,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2508,Esztergom,Pilisszentlélek {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2509,Esztergom,Kertváros {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2510,Dorog,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2517,Kesztölc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2518,Leányvár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2519,Piliscsév, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2521,Csolnok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2522,Dág, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2523,Sárisáp, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2524,Nagysáp, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2525,Bajna, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2526,Epöl, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2527,Máriahalom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2528,Úny, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2529,Annavölgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2531,Tokod , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2532,Tokodaltáró, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2533,Bajót, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2534,Tát, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2535,Mogyorósbánya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2536,Nyergesújfalu , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2541,Lábatlan , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2543,Süttő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2544,Neszmély, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2545,Dunaalmás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2600,Vác, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2610,Nőtincs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2610,Ősagárd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2611,Felsőpetény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2612,Kosd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2613,Rád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2614,Penc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2615,Csővár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2616,Keszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2617,Alsópetény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2618,Nézsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2619,Legénd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2621,Verőce, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2623,Kismaros, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2624,Szokolya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2625,Kóspallag, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2626,Nagymaros, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2627,Zebegény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2628,Szob, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2629,Márianosztra, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2631,Ipolydamásd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2632,Letkés, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2633,Ipolytölgyes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2634,Nagybörzsöny, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2635,Vámosmikola, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2636,Tésa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2637,Perőcsény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2638,Kemence, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2639,Bernecebaráti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2640,Szendehely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2641,Berkenye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2642,Nógrád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2643,Diósjenő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2644,Borsosberény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2645,Nagyoroszi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2646,Drégelypalánk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2647,Hont, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2648,Patak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2649,Dejtár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2651,Rétság, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2652,Tereske, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2653,Bánk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2654,Romhány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2655,Kisecset, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2655,Kétbodony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2655,Szente, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2656,Szátok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2657,Tolmács, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2658,Horpács, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2658,Pusztaberki, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2659,Érsekvadkert, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2660,Balassagyarmat, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2660,Ipolyszög, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2668,Patvarc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2669,Ipolyvece, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2671,Őrhalom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2672,Hugyag, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2673,Csitár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2674,Iliny, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2675,Nógrádmarcal, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2676,Cserhátsurány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2677,Herencsény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2678,Csesztve, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2681,Galgagyörk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2682,Püspökhatvan, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2683,Acsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2685,Nógrádsáp, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2686,Galgaguta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2687,Bercel, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2688,Vanyarc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2691,Nógrádkövesd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2692,Szécsénke, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2693,Becske, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2694,Cserháthaláp, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2694,Debercsény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2694,Magyarnándor, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2696,Terény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2697,Szanda, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2698,Mohora, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2699,Szügy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2700,Cegléd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2711,Tápiószentmárton, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2712,Nyársapát, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2713,Csemő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2721,Pilis, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2723,Nyáregyháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2724,Újlengyel, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2730,Albertirsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2735,Dánszentmiklós, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2736,Mikebuda, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2737,Ceglédbercel, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2738,Cegléd,Budai út {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2740,Abony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2745,Kőröstetétlen, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2746,Jászkarajenő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2747,Törtel, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2750,Nagykőrös, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2755,Kocsér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2760,Nagykáta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2764,Tápióbicske, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2765,Farmos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2766,Tápiószele, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2767,Tápiógyörgye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2768,Újszilvás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2769,Tápiószőlős, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2800,Tatabánya,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2821,Gyermely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2822,Szomor, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2823,Vértessomló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2824,Várgesztes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2831,Tarján, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2832,Héreg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2833,Vértestolna, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2834,Tardos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2835,Tata,Agostyán {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2836,Baj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2837,Vértesszőlős, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2840,Oroszlány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2851,Környe, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2852,Kecskéd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2853,Kömlőd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2854,Dad, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2855,Bokod, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2856,Szákszend, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2858,Császár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2859,Vérteskethely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2861,Bakonysárkány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2862,Aka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2870,Kisbér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2879,Kisbér,Hánta {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2881,Ászár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2882,Kerékteleki, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2883,Bársonyos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2884,Bakonyszombathely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2885,Bakonybánk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2886,Réde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
2887,Ácsteszér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
